"","Class_Name","Sub_Class_Name","Date","NetSales"
"507","Pulses","Chana Dal","17.10.2014",9016.312
"508","Pulses","Chana Dal","17.11.2014",6380.55
"509","Pulses","Chana Dal","18.08.2014",6029.867
"510","Pulses","Chana Dal","18.09.2014",6091.45
"511","Pulses","Chana Dal","18.10.2014",19094.922
"512","Pulses","Chana Dal","18.11.2014",6118.25
"513","Pulses","Chana Dal","19.08.2014",5269.91
"514","Pulses","Chana Dal","19.09.2014",8597.5
"515","Pulses","Chana Dal","19.10.2014",24466.7199
"516","Pulses","Chana Dal","20.08.2014",5733.38
"517","Pulses","Chana Dal","20.09.2014",10600.45
"518","Pulses","Chana Dal","20.10.2014",17654.19
"519","Pulses","Chana Dal","21.08.2014",4937.47
"520","Pulses","Chana Dal","21.09.2014",11953.25
"521","Pulses","Chana Dal","21.10.2014",26103.443
"522","Pulses","Chana Dal","22.08.2014",5541.0465
"523","Pulses","Chana Dal","22.09.2014",8756.4
"524","Pulses","Chana Dal","22.10.2014",5929.273
"525","Pulses","Chana Dal","23.08.2014",9862.45
"526","Pulses","Chana Dal","23.09.2014",6621.29
"527","Pulses","Chana Dal","23.10.2014",5692.484
"528","Pulses","Chana Dal","24.08.2014",11201.615
"529","Pulses","Chana Dal","24.09.2014",7351.8
"530","Pulses","Chana Dal","24.10.2014",5196.541
"531","Pulses","Chana Dal","25.08.2014",7072.7335
"532","Pulses","Chana Dal","25.09.2014",5770.95
"533","Pulses","Chana Dal","25.10.2014",6940.495
"534","Pulses","Chana Dal","26.08.2014",7986.449
"535","Pulses","Chana Dal","26.09.2014",7807.35
"536","Pulses","Chana Dal","26.10.2014",8102.029
"537","Pulses","Chana Dal","27.08.2014",10421.213
"538","Pulses","Chana Dal","27.09.2014",5120.08
"539","Pulses","Chana Dal","27.10.2014",5200.581
"540","Pulses","Chana Dal","28.08.2014",17722.465
"541","Pulses","Chana Dal","28.09.2014",17255.5
"542","Pulses","Chana Dal","28.10.2014",4395.815
"543","Pulses","Chana Dal","29.08.2014",9366.852
"544","Pulses","Chana Dal","29.09.2014",9284.82
"545","Pulses","Chana Dal","29.10.2014",6006.267
"546","Pulses","Chana Dal","30.08.2014",10344.854
"547","Pulses","Chana Dal","30.09.2014",10177.384
"548","Pulses","Chana Dal","30.10.2014",5946.89
"549","Pulses","Chana Dal","31.08.2014",13122.5186
"550","Pulses","Chana Dal","31.10.2014",6557.159
"551","Pulses","Moong Dal","01.08.2014",19347.74
"552","Pulses","Moong Dal","01.09.2014",22221.58
"553","Pulses","Moong Dal","01.10.2014",23378.79
"554","Pulses","Moong Dal","01.11.2014",29713.3601
"555","Pulses","Moong Dal","02.08.2014",33882.19
"556","Pulses","Moong Dal","02.09.2014",23665.75
"557","Pulses","Moong Dal","02.10.2014",26991.61
"558","Pulses","Moong Dal","02.11.2014",39176.01
"559","Pulses","Moong Dal","03.08.2014",35727.32
"560","Pulses","Moong Dal","03.09.2014",16416.05
"561","Pulses","Moong Dal","03.10.2014",25229.7
"562","Pulses","Moong Dal","03.11.2014",20969.54
"563","Pulses","Moong Dal","04.08.2014",22514.23
"564","Pulses","Moong Dal","04.09.2014",20899.82
"565","Pulses","Moong Dal","04.10.2014",29846.34
"566","Pulses","Moong Dal","04.11.2014",23421.18
"567","Pulses","Moong Dal","05.08.2014",19617.92
"568","Pulses","Moong Dal","05.09.2014",20987.8
"569","Pulses","Moong Dal","05.10.2014",29697.58
"570","Pulses","Moong Dal","05.11.2014",16696.65
"571","Pulses","Moong Dal","06.08.2014",18589.5
"572","Pulses","Moong Dal","06.09.2014",33465.65
"573","Pulses","Moong Dal","06.10.2014",23106.11
"574","Pulses","Moong Dal","06.11.2014",16511.6
"575","Pulses","Moong Dal","07.08.2014",19592.25
"576","Pulses","Moong Dal","07.09.2014",28905.25
"577","Pulses","Moong Dal","07.10.2014",22961.87
"578","Pulses","Moong Dal","07.11.2014",14869.38
"579","Pulses","Moong Dal","08.08.2014",10002.25
"580","Pulses","Moong Dal","08.09.2014",18029
"581","Pulses","Moong Dal","08.10.2014",23325.54
"582","Pulses","Moong Dal","08.11.2014",26744.4
"583","Pulses","Moong Dal","09.08.2014",28491.52
"584","Pulses","Moong Dal","09.09.2014",15564.5
"585","Pulses","Moong Dal","09.10.2014",18838.93
"586","Pulses","Moong Dal","09.11.2014",24674.5
"587","Pulses","Moong Dal","10.08.2014",24430.17
"588","Pulses","Moong Dal","10.09.2014",16341.77
"589","Pulses","Moong Dal","10.10.2014",18477.08
"590","Pulses","Moong Dal","10.11.2014",14099.42
"591","Pulses","Moong Dal","11.08.2014",18836.75
"592","Pulses","Moong Dal","11.09.2014",15364.75
"593","Pulses","Moong Dal","11.10.2014",25879.56
"594","Pulses","Moong Dal","11.11.2014",13859.5
"595","Pulses","Moong Dal","12.08.2014",14721.3
"596","Pulses","Moong Dal","12.09.2014",14109.25
"597","Pulses","Moong Dal","12.10.2014",31269.79
"598","Pulses","Moong Dal","12.11.2014",13514.2
"599","Pulses","Moong Dal","13.08.2014",13288.75
"600","Pulses","Moong Dal","13.09.2014",23130.25
"601","Pulses","Moong Dal","13.10.2014",17596.47
"602","Pulses","Moong Dal","13.11.2014",11215.5
"603","Pulses","Moong Dal","14.08.2014",10765
"604","Pulses","Moong Dal","14.09.2014",23666.77
"605","Pulses","Moong Dal","14.10.2014",14890.26
"606","Pulses","Moong Dal","14.11.2014",13011.52
"607","Pulses","Moong Dal","15.08.2014",13562.67
"608","Pulses","Moong Dal","15.09.2014",12761.5
"609","Pulses","Moong Dal","15.10.2014",16432.25
"610","Pulses","Moong Dal","15.11.2014",20480.65
"611","Pulses","Moong Dal","16.08.2014",11455.42
"612","Pulses","Moong Dal","16.09.2014",14531.81
"613","Pulses","Moong Dal","16.10.2014",19443.2
"614","Pulses","Moong Dal","16.11.2014",24862.82
"615","Pulses","Moong Dal","17.08.2014",13212
"616","Pulses","Moong Dal","17.09.2014",11717.1
"617","Pulses","Moong Dal","17.10.2014",9102.64
"618","Pulses","Moong Dal","17.11.2014",12288.5
"619","Pulses","Moong Dal","18.08.2014",9195.67
"620","Pulses","Moong Dal","18.09.2014",11287.75
"621","Pulses","Moong Dal","18.10.2014",20681.94
"622","Pulses","Moong Dal","18.11.2014",13860.95
"623","Pulses","Moong Dal","19.08.2014",8331.5
"624","Pulses","Moong Dal","19.09.2014",11154.25
"625","Pulses","Moong Dal","19.10.2014",27313.15
"626","Pulses","Moong Dal","20.08.2014",7512.25
"627","Pulses","Moong Dal","20.09.2014",15817.54
"628","Pulses","Moong Dal","20.10.2014",14243.75
"629","Pulses","Moong Dal","21.08.2014",7625.02
"630","Pulses","Moong Dal","21.09.2014",19786.54
"631","Pulses","Moong Dal","21.10.2014",16165
"632","Pulses","Moong Dal","22.08.2014",8352.23
"633","Pulses","Moong Dal","22.09.2014",14201.65
"634","Pulses","Moong Dal","22.10.2014",4724.25
"635","Pulses","Moong Dal","23.08.2014",13675.5
"636","Pulses","Moong Dal","23.09.2014",12004.77
"637","Pulses","Moong Dal","23.10.2014",7945
"638","Pulses","Moong Dal","24.08.2014",18474.05
"639","Pulses","Moong Dal","24.09.2014",13514.48
"640","Pulses","Moong Dal","24.10.2014",11182.5
"641","Pulses","Moong Dal","25.08.2014",11723.32
"642","Pulses","Moong Dal","25.09.2014",13791.75
"643","Pulses","Moong Dal","25.10.2014",13156.54
"644","Pulses","Moong Dal","26.08.2014",9588
"645","Pulses","Moong Dal","26.09.2014",11123
"646","Pulses","Moong Dal","26.10.2014",13686.75
"647","Pulses","Moong Dal","27.08.2014",9254.9
"648","Pulses","Moong Dal","27.09.2014",6538.5
"649","Pulses","Moong Dal","27.10.2014",8399.5
"650","Pulses","Moong Dal","28.08.2014",16684.3
"651","Pulses","Moong Dal","28.09.2014",29716.55
"652","Pulses","Moong Dal","28.10.2014",10057.25
"653","Pulses","Moong Dal","29.08.2014",11261.25
"654","Pulses","Moong Dal","29.09.2014",14175.25
"655","Pulses","Moong Dal","29.10.2014",10945.5
"656","Pulses","Moong Dal","30.08.2014",17060.77
"657","Pulses","Moong Dal","30.09.2014",14821.5
"658","Pulses","Moong Dal","30.10.2014",10801.5
"659","Pulses","Moong Dal","31.08.2014",19579.16
"660","Pulses","Moong Dal","31.10.2014",11491.25
"661","Pulses","Other Dals","01.08.2014",11726.4429
"662","Pulses","Other Dals","01.09.2014",13919.476
"663","Pulses","Other Dals","01.10.2014",28063.3834
"664","Pulses","Other Dals","01.11.2014",18033.5837
"665","Pulses","Other Dals","02.08.2014",24585.6502
"666","Pulses","Other Dals","02.09.2014",13494.2458
"667","Pulses","Other Dals","02.10.2014",24086.8975
"668","Pulses","Other Dals","02.11.2014",24570.6064
"669","Pulses","Other Dals","03.08.2014",26787.9664
"670","Pulses","Other Dals","03.09.2014",10694.0529
"671","Pulses","Other Dals","03.10.2014",15472.0183
"672","Pulses","Other Dals","03.11.2014",15440.4046
"673","Pulses","Other Dals","04.08.2014",17695.3609
"674","Pulses","Other Dals","04.09.2014",12890.1909
"675","Pulses","Other Dals","04.10.2014",15679.9224
"676","Pulses","Other Dals","04.11.2014",14699.1519
"677","Pulses","Other Dals","05.08.2014",16929.1669
"678","Pulses","Other Dals","05.09.2014",11717.3254
"679","Pulses","Other Dals","05.10.2014",18214.1305
"680","Pulses","Other Dals","05.11.2014",11908.276
"681","Pulses","Other Dals","06.08.2014",12574.2115
"682","Pulses","Other Dals","06.09.2014",22356.7853
"683","Pulses","Other Dals","06.10.2014",14446.1769
"684","Pulses","Other Dals","06.11.2014",10794.6194
"685","Pulses","Other Dals","07.08.2014",16581.5183
"686","Pulses","Other Dals","07.09.2014",20719.033
"687","Pulses","Other Dals","07.10.2014",11997.6341
"688","Pulses","Other Dals","07.11.2014",9477.314
"689","Pulses","Other Dals","08.08.2014",7129.0098
"690","Pulses","Other Dals","08.09.2014",11640.1125
"691","Pulses","Other Dals","08.10.2014",10018.5474
"692","Pulses","Other Dals","08.11.2014",16977.613
"693","Pulses","Other Dals","09.08.2014",20258.1305
"694","Pulses","Other Dals","09.09.2014",11068.211
"695","Pulses","Other Dals","09.10.2014",11372.9765
"696","Pulses","Other Dals","09.11.2014",18471.9294
"697","Pulses","Other Dals","10.08.2014",18109.095
"698","Pulses","Other Dals","10.09.2014",10286.886
"699","Pulses","Other Dals","10.10.2014",10525.396
"700","Pulses","Other Dals","10.11.2014",8971.946
"701","Pulses","Other Dals","11.08.2014",12909.5514
"702","Pulses","Other Dals","11.09.2014",10162.4879
"703","Pulses","Other Dals","11.10.2014",14929.8604
"704","Pulses","Other Dals","11.11.2014",8540.7854
"705","Pulses","Other Dals","12.08.2014",9393.9761
"706","Pulses","Other Dals","12.09.2014",7470.2565
"707","Pulses","Other Dals","12.10.2014",18409.5106
"708","Pulses","Other Dals","12.11.2014",7192.31
"709","Pulses","Other Dals","13.08.2014",9181.8665
"710","Pulses","Other Dals","13.09.2014",14370.9332
"711","Pulses","Other Dals","13.10.2014",10776.1093
"712","Pulses","Other Dals","13.11.2014",7942.2614
"713","Pulses","Other Dals","14.08.2014",9315.377
"714","Pulses","Other Dals","14.09.2014",16697.2269
"715","Pulses","Other Dals","14.10.2014",8759.9511
"716","Pulses","Other Dals","14.11.2014",8750.2494
"717","Pulses","Other Dals","15.08.2014",12852.985
"718","Pulses","Other Dals","15.09.2014",9111.2503
"719","Pulses","Other Dals","15.10.2014",8727.5195
"720","Pulses","Other Dals","15.11.2014",14001.2042
"721","Pulses","Other Dals","16.08.2014",14155.664
"722","Pulses","Other Dals","16.09.2014",10030.512
"723","Pulses","Other Dals","16.10.2014",8911.757
"724","Pulses","Other Dals","16.11.2014",16525.802
"725","Pulses","Other Dals","17.08.2014",13790.7143
"726","Pulses","Other Dals","17.09.2014",8513.8605
"727","Pulses","Other Dals","17.10.2014",6144.7335
"728","Pulses","Other Dals","17.11.2014",8899.7974
"729","Pulses","Other Dals","18.08.2014",9463.3624
"730","Pulses","Other Dals","18.09.2014",9974.145
"731","Pulses","Other Dals","18.10.2014",13105.3472
"732","Pulses","Other Dals","18.11.2014",9140.346
"733","Pulses","Other Dals","19.08.2014",9110.92
"734","Pulses","Other Dals","19.09.2014",9123.1699
"735","Pulses","Other Dals","19.10.2014",17129.2689
"736","Pulses","Other Dals","20.08.2014",7897.5905
"737","Pulses","Other Dals","20.09.2014",13679.5913
"738","Pulses","Other Dals","20.10.2014",11697.446
"739","Pulses","Other Dals","21.08.2014",7184.1785
"740","Pulses","Other Dals","21.09.2014",16792.9274
"741","Pulses","Other Dals","21.10.2014",11752.5944
"742","Pulses","Other Dals","22.08.2014",7779.1825
"743","Pulses","Other Dals","22.09.2014",11777.6489
"744","Pulses","Other Dals","22.10.2014",4192.814
"745","Pulses","Other Dals","23.08.2014",12170.4949
"746","Pulses","Other Dals","23.09.2014",10138.6015
"747","Pulses","Other Dals","23.10.2014",7274.5036
"748","Pulses","Other Dals","24.08.2014",13500.974
"749","Pulses","Other Dals","24.09.2014",12118.5135
"750","Pulses","Other Dals","24.10.2014",7265.4364
"751","Pulses","Other Dals","25.08.2014",9712.5137
"752","Pulses","Other Dals","25.09.2014",12485.411
"753","Pulses","Other Dals","25.10.2014",10016.2318
"754","Pulses","Other Dals","26.08.2014",9882.8986
"755","Pulses","Other Dals","26.09.2014",11090.8665
"756","Pulses","Other Dals","26.10.2014",12198.92
"757","Pulses","Other Dals","27.08.2014",10599.566
"758","Pulses","Other Dals","27.09.2014",5494.625
"759","Pulses","Other Dals","27.10.2014",7614.7045
"760","Pulses","Other Dals","28.08.2014",31722.0739
"761","Pulses","Other Dals","28.09.2014",20794.346
"762","Pulses","Other Dals","28.10.2014",7847.1812
"763","Pulses","Other Dals","29.08.2014",10970.982
"764","Pulses","Other Dals","29.09.2014",13336.0223
"765","Pulses","Other Dals","29.10.2014",7178.365
"766","Pulses","Other Dals","30.08.2014",11593.545
"767","Pulses","Other Dals","30.09.2014",14986.669
"768","Pulses","Other Dals","30.10.2014",7079.7928
"769","Pulses","Other Dals","31.08.2014",14225.117
"770","Pulses","Other Dals","31.10.2014",7586.194
"771","Pulses","Raw Peanuts","01.08.2014",6882.4356
"772","Pulses","Raw Peanuts","01.09.2014",10265.1941
"773","Pulses","Raw Peanuts","01.10.2014",14747.6097
"774","Pulses","Raw Peanuts","01.11.2014",16182.3914
"775","Pulses","Raw Peanuts","02.08.2014",15525.7115
"776","Pulses","Raw Peanuts","02.09.2014",9862.076
"777","Pulses","Raw Peanuts","02.10.2014",15737.2083
"778","Pulses","Raw Peanuts","02.11.2014",20441.6345
"779","Pulses","Raw Peanuts","03.08.2014",16821.1782
"780","Pulses","Raw Peanuts","03.09.2014",6120.0344
"781","Pulses","Raw Peanuts","03.10.2014",10984.6792
"782","Pulses","Raw Peanuts","03.11.2014",12161.6759
"783","Pulses","Raw Peanuts","04.08.2014",10662.8392
"784","Pulses","Raw Peanuts","04.09.2014",8368.5524
"785","Pulses","Raw Peanuts","04.10.2014",13147.8715
"786","Pulses","Raw Peanuts","04.11.2014",11470.5784
"787","Pulses","Raw Peanuts","05.08.2014",8278.7902
"788","Pulses","Raw Peanuts","05.09.2014",5517.6918
"789","Pulses","Raw Peanuts","05.10.2014",15706.9635
"790","Pulses","Raw Peanuts","05.11.2014",8936.3399
"791","Pulses","Raw Peanuts","06.08.2014",8416.1777
"792","Pulses","Raw Peanuts","06.09.2014",11208.5532
"793","Pulses","Raw Peanuts","06.10.2014",11908.9258
"794","Pulses","Raw Peanuts","06.11.2014",9033.5297
"795","Pulses","Raw Peanuts","07.08.2014",11592.3136
"796","Pulses","Raw Peanuts","07.09.2014",11723.8393
"797","Pulses","Raw Peanuts","07.10.2014",8583.1798
"798","Pulses","Raw Peanuts","07.11.2014",7544.2909
"799","Pulses","Raw Peanuts","08.08.2014",4775.7542
"800","Pulses","Raw Peanuts","08.09.2014",8307.2788
"801","Pulses","Raw Peanuts","08.10.2014",8867.866
"802","Pulses","Raw Peanuts","08.11.2014",14448.343
"803","Pulses","Raw Peanuts","09.08.2014",10173.0905
"804","Pulses","Raw Peanuts","09.09.2014",8430.0895
"805","Pulses","Raw Peanuts","09.10.2014",10724.5344
"806","Pulses","Raw Peanuts","09.11.2014",14949.6273
"807","Pulses","Raw Peanuts","10.08.2014",11903.8427
"808","Pulses","Raw Peanuts","10.09.2014",7831.0505
"809","Pulses","Raw Peanuts","10.10.2014",7880.9595
"810","Pulses","Raw Peanuts","10.11.2014",7982.9575
"811","Pulses","Raw Peanuts","11.08.2014",9206.8414
"812","Pulses","Raw Peanuts","11.09.2014",7317.6683
"813","Pulses","Raw Peanuts","11.10.2014",13414.0504
"814","Pulses","Raw Peanuts","11.11.2014",8111.5769
"815","Pulses","Raw Peanuts","12.08.2014",6727.318
"816","Pulses","Raw Peanuts","12.09.2014",8345.2265
"817","Pulses","Raw Peanuts","12.10.2014",15234.7722
"818","Pulses","Raw Peanuts","12.11.2014",5649.0515
"819","Pulses","Raw Peanuts","13.08.2014",6760.4638
"820","Pulses","Raw Peanuts","13.09.2014",10274.0251
"821","Pulses","Raw Peanuts","13.10.2014",8838.1025
"822","Pulses","Raw Peanuts","13.11.2014",7461.6228
"823","Pulses","Raw Peanuts","14.08.2014",5462.1969
"824","Pulses","Raw Peanuts","14.09.2014",13172.3536
"825","Pulses","Raw Peanuts","14.10.2014",8177.34
"826","Pulses","Raw Peanuts","14.11.2014",6706.6703
"827","Pulses","Raw Peanuts","15.08.2014",5995.2232
"828","Pulses","Raw Peanuts","15.09.2014",8369.748
"829","Pulses","Raw Peanuts","15.10.2014",6922.9585
"830","Pulses","Raw Peanuts","15.11.2014",12483.8177
"831","Pulses","Raw Peanuts","16.08.2014",7373.5725
"832","Pulses","Raw Peanuts","16.09.2014",8908.1923
"833","Pulses","Raw Peanuts","16.10.2014",8579.9585
"834","Pulses","Raw Peanuts","16.11.2014",11762.9591
"835","Pulses","Raw Peanuts","17.08.2014",9226.647
"836","Pulses","Raw Peanuts","17.09.2014",6120.8451
"837","Pulses","Raw Peanuts","17.10.2014",5364.623
"838","Pulses","Raw Peanuts","17.11.2014",7517.1483
"839","Pulses","Raw Peanuts","18.08.2014",5005.7022
"840","Pulses","Raw Peanuts","18.09.2014",7922.0374
"841","Pulses","Raw Peanuts","18.10.2014",10786.0578
"842","Pulses","Raw Peanuts","18.11.2014",6053.8135
"843","Pulses","Raw Peanuts","19.08.2014",5697.6558
"844","Pulses","Raw Peanuts","19.09.2014",6826.18
"845","Pulses","Raw Peanuts","19.10.2014",14281.6792
"846","Pulses","Raw Peanuts","20.08.2014",4386.8458
"847","Pulses","Raw Peanuts","20.09.2014",9343.7944
"848","Pulses","Raw Peanuts","20.10.2014",9958.1024
"849","Pulses","Raw Peanuts","21.08.2014",5276.18
"850","Pulses","Raw Peanuts","21.09.2014",11761.9533
"851","Pulses","Raw Peanuts","21.10.2014",9712.6285
"852","Pulses","Raw Peanuts","22.08.2014",5101.2373
"853","Pulses","Raw Peanuts","22.09.2014",7279.9911
"854","Pulses","Raw Peanuts","22.10.2014",3590.955
"855","Pulses","Raw Peanuts","23.08.2014",8901.8876
"856","Pulses","Raw Peanuts","23.09.2014",6394.2484
"857","Pulses","Raw Peanuts","23.10.2014",5765.0054
"858","Pulses","Raw Peanuts","24.08.2014",8822.6573
"859","Pulses","Raw Peanuts","24.09.2014",9071.2444
"860","Pulses","Raw Peanuts","24.10.2014",5522.6235
"861","Pulses","Raw Peanuts","25.08.2014",5569.0352
"862","Pulses","Raw Peanuts","25.09.2014",9420.2285
"863","Pulses","Raw Peanuts","25.10.2014",8858.339
"864","Pulses","Raw Peanuts","26.08.2014",6002.8468
"865","Pulses","Raw Peanuts","26.09.2014",6506.7559
"866","Pulses","Raw Peanuts","26.10.2014",8371.1965
"867","Pulses","Raw Peanuts","27.08.2014",8012.843
"868","Pulses","Raw Peanuts","27.09.2014",3611.5205
"869","Pulses","Raw Peanuts","27.10.2014",6142.2039
"870","Pulses","Raw Peanuts","28.08.2014",15021.2288
"871","Pulses","Raw Peanuts","28.09.2014",15425.2251
"872","Pulses","Raw Peanuts","28.10.2014",5228.8144
"873","Pulses","Raw Peanuts","29.08.2014",6850.4598
"874","Pulses","Raw Peanuts","29.09.2014",9395.2308
"875","Pulses","Raw Peanuts","29.10.2014",5572.623
"876","Pulses","Raw Peanuts","30.08.2014",7720.9375
"877","Pulses","Raw Peanuts","30.09.2014",10793.6127
"878","Pulses","Raw Peanuts","30.10.2014",5757.8615
"879","Pulses","Raw Peanuts","31.08.2014",9653.787
"880","Pulses","Raw Peanuts","31.10.2014",6461.0999
"881","Pulses","Tur Dal","01.08.2014",28886.445
"882","Pulses","Tur Dal","01.09.2014",37768.0795
"883","Pulses","Tur Dal","01.10.2014",45763.6335
"884","Pulses","Tur Dal","01.11.2014",49068.979
"885","Pulses","Tur Dal","02.08.2014",57464.5305
"886","Pulses","Tur Dal","02.09.2014",37975.088
"887","Pulses","Tur Dal","02.10.2014",54340.638
"888","Pulses","Tur Dal","02.11.2014",64786.768
"889","Pulses","Tur Dal","03.08.2014",58557.9715
"890","Pulses","Tur Dal","03.09.2014",24757.266
"891","Pulses","Tur Dal","03.10.2014",42951.3785
"892","Pulses","Tur Dal","03.11.2014",38255.671
"893","Pulses","Tur Dal","04.08.2014",38251.255
"894","Pulses","Tur Dal","04.09.2014",34973.06
"895","Pulses","Tur Dal","04.10.2014",48486.7274
"896","Pulses","Tur Dal","04.11.2014",40583.704
"897","Pulses","Tur Dal","05.08.2014",36458.922
"898","Pulses","Tur Dal","05.09.2014",28428.346
"899","Pulses","Tur Dal","05.10.2014",53951.83
"900","Pulses","Tur Dal","05.11.2014",27483.216
"901","Pulses","Tur Dal","06.08.2014",28425.1625
"902","Pulses","Tur Dal","06.09.2014",49528.682
"903","Pulses","Tur Dal","06.10.2014",42613.573
"904","Pulses","Tur Dal","06.11.2014",27159.665
"905","Pulses","Tur Dal","07.08.2014",29256.445
"906","Pulses","Tur Dal","07.09.2014",55567.095
"907","Pulses","Tur Dal","07.10.2014",36037.3925
"908","Pulses","Tur Dal","07.11.2014",24766.104
"909","Pulses","Tur Dal","08.08.2014",16003.502
"910","Pulses","Tur Dal","08.09.2014",32378.4
"911","Pulses","Tur Dal","08.10.2014",35669.731
"912","Pulses","Tur Dal","08.11.2014",42266.493
"913","Pulses","Tur Dal","09.08.2014",47550.043
"914","Pulses","Tur Dal","09.09.2014",26771.224
"915","Pulses","Tur Dal","09.10.2014",31769.3185
"916","Pulses","Tur Dal","09.11.2014",44677.612
"917","Pulses","Tur Dal","10.08.2014",42585.0395
"918","Pulses","Tur Dal","10.09.2014",24227.619
"919","Pulses","Tur Dal","10.10.2014",33272.69
"920","Pulses","Tur Dal","10.11.2014",23329.025
"921","Pulses","Tur Dal","11.08.2014",26729.065
"922","Pulses","Tur Dal","11.09.2014",20668.6395
"923","Pulses","Tur Dal","11.10.2014",48082.5535
"924","Pulses","Tur Dal","11.11.2014",25386.873
"925","Pulses","Tur Dal","12.08.2014",22262.654
"926","Pulses","Tur Dal","12.09.2014",22399.275
"927","Pulses","Tur Dal","12.10.2014",56963.8165
"928","Pulses","Tur Dal","12.11.2014",18429.66
"929","Pulses","Tur Dal","13.08.2014",19779.595
"930","Pulses","Tur Dal","13.09.2014",38308.5075
"931","Pulses","Tur Dal","13.10.2014",28585.3765
"932","Pulses","Tur Dal","13.11.2014",22830.8245
"933","Pulses","Tur Dal","14.08.2014",20309.765
"934","Pulses","Tur Dal","14.09.2014",42659.755
"935","Pulses","Tur Dal","14.10.2014",30440.8925
"936","Pulses","Tur Dal","14.11.2014",21940.146
"937","Pulses","Tur Dal","15.08.2014",28882.7775
"938","Pulses","Tur Dal","15.09.2014",19990.243
"939","Pulses","Tur Dal","15.10.2014",24295.584
"940","Pulses","Tur Dal","15.11.2014",30422.592
"941","Pulses","Tur Dal","16.08.2014",25720.5945
"942","Pulses","Tur Dal","16.09.2014",25337.96
"943","Pulses","Tur Dal","16.10.2014",27418.9205
"944","Pulses","Tur Dal","16.11.2014",41614.014
"945","Pulses","Tur Dal","17.08.2014",27990.426
"946","Pulses","Tur Dal","17.09.2014",17254.152
"947","Pulses","Tur Dal","17.10.2014",16483.5
"948","Pulses","Tur Dal","17.11.2014",21858.8495
"949","Pulses","Tur Dal","18.08.2014",20583.126
"950","Pulses","Tur Dal","18.09.2014",19663.0315
"951","Pulses","Tur Dal","18.10.2014",36848.7705
"952","Pulses","Tur Dal","18.11.2014",23857.657
"953","Pulses","Tur Dal","19.08.2014",18601.6115
"954","Pulses","Tur Dal","19.09.2014",17179.7395
"955","Pulses","Tur Dal","19.10.2014",47328.0805
"956","Pulses","Tur Dal","20.08.2014",16647.489
"957","Pulses","Tur Dal","20.09.2014",27038.6
"958","Pulses","Tur Dal","20.10.2014",24318.576
"959","Pulses","Tur Dal","21.08.2014",16579.466
"960","Pulses","Tur Dal","21.09.2014",36251.8435
"961","Pulses","Tur Dal","21.10.2014",36698.48
"962","Pulses","Tur Dal","22.08.2014",16127.256
"963","Pulses","Tur Dal","22.09.2014",18844.6125
"964","Pulses","Tur Dal","22.10.2014",12627.828
"965","Pulses","Tur Dal","23.08.2014",21593.2105
"966","Pulses","Tur Dal","23.09.2014",20290.2915
"967","Pulses","Tur Dal","23.10.2014",16462.949
"968","Pulses","Tur Dal","24.08.2014",25095.934
"969","Pulses","Tur Dal","24.09.2014",16153.302
"970","Pulses","Tur Dal","24.10.2014",18803.06
"971","Pulses","Tur Dal","25.08.2014",16813.708
"972","Pulses","Tur Dal","25.09.2014",18381.0845
"973","Pulses","Tur Dal","25.10.2014",20969.861
"974","Pulses","Tur Dal","26.08.2014",16236.7705
"975","Pulses","Tur Dal","26.09.2014",19562.299
"976","Pulses","Tur Dal","26.10.2014",25644.732
"977","Pulses","Tur Dal","27.08.2014",15685.794
"978","Pulses","Tur Dal","27.09.2014",12492.755
"979","Pulses","Tur Dal","27.10.2014",17673.804
"980","Pulses","Tur Dal","28.08.2014",23156.325
"981","Pulses","Tur Dal","28.09.2014",46924.064
"982","Pulses","Tur Dal","28.10.2014",19210.276
"983","Pulses","Tur Dal","29.08.2014",18973.575
"984","Pulses","Tur Dal","29.09.2014",26309.6605
"985","Pulses","Tur Dal","29.10.2014",18563.676
"986","Pulses","Tur Dal","30.08.2014",28770.192
"987","Pulses","Tur Dal","30.09.2014",26768.377
"988","Pulses","Tur Dal","30.10.2014",17399.4405
"989","Pulses","Tur Dal","31.08.2014",35824.984
"990","Pulses","Tur Dal","31.10.2014",21716.0725
"991","Pulses","Urad Dal","01.08.2014",44124.8925
"992","Pulses","Urad Dal","01.09.2014",67091.219
"993","Pulses","Urad Dal","01.10.2014",69842.872
"994","Pulses","Urad Dal","01.11.2014",76368.47
"995","Pulses","Urad Dal","02.08.2014",97736.2875
"996","Pulses","Urad Dal","02.09.2014",59079.1452
"997","Pulses","Urad Dal","02.10.2014",76221.416
"998","Pulses","Urad Dal","02.11.2014",96055.9824
"999","Pulses","Urad Dal","03.08.2014",91011.0055
"1000","Pulses","Urad Dal","03.09.2014",45558.8745
"1001","Pulses","Urad Dal","03.10.2014",68504.262
"1002","Pulses","Urad Dal","03.11.2014",62387.412
"1003","Pulses","Urad Dal","04.08.2014",65003.537
"1004","Pulses","Urad Dal","04.09.2014",56213.9785
"1005","Pulses","Urad Dal","04.10.2014",75944.564
"1006","Pulses","Urad Dal","04.11.2014",62955.908
"1007","Pulses","Urad Dal","05.08.2014",54950.128
"1008","Pulses","Urad Dal","05.09.2014",51479.7455
"1009","Pulses","Urad Dal","05.10.2014",84767.322
"1010","Pulses","Urad Dal","05.11.2014",46856.992
"1011","Pulses","Urad Dal","06.08.2014",43522.9057
